"Test Number"|"CAS Number"|"Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|"Chemical Purity Mean Op"|"Chemical Purity Mean(%)"|"Chemical Purity Min Op"|"Chemical Purity Min(%)"|"Chemical Purity Max Op"|"Chemical Purity Max(%)"|"Species Scientific Name"|"Species Group"|"Organism Lifestage"|"Organism Age Mean Op"|"Organism Age Mean"|"Organism Age Min Op"|"Organism Age Min"|"Organism Age Max Op"|"Organism Age Max"|"Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Standardized)"|"Conc 1 Mean Op (Standardized)"|"Conc 1 Mean (Standardized)"|"Conc 1 Min Op (Standardized)"|"Conc 1 Min (Standardized)"|"Conc 1 Max Op (Standardized)"|"Conc 1 Max (Standardized)"|"Conc 1 Units (Standardized)"|"Conc 2 Type (Standardized)"|"Conc 2 Mean Op (Standardized)"|"Conc 2 Mean (Standardized)"|"Conc 2 Min Op (Standardized)"|"Conc Min 2 (Standardized)"|"Conc 2 Max Op (Standardized)"|"Conc 2 Max (Standardized)"|"Conc 2 Units (Standardized)"|"Conc 3 Type (Standardized)"|"Conc 3 Mean Op (Standardized)"|"Conc 3 Mean (Standardized)"|"Conc 3 Min Op (Standardized)"|"Conc Min 3 (Standardized)"|"Conc 3 Max Op (Standardized)"|"Conc 3 Max (Standardized)"|"Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|Endpoint|"Response Site"|"Observed Duration Mean Op (Days)"|"Observed Duration Mean (Days)"|"Observed Duration Min Op (Days)"|"Observed Duration Min (Days)"|"Observed Duration Max Op (Days)"|"Observed Duration Max (Days)"|"Observed Duration Units (Days)"|"Test Type"|"Temperature Mean Op"|"Temperature Mean"|"Temperature Min Op"|"Temperature Min"|"Temperature Max Op"|"Temperature Max"|"Temperature Units"|"Hardness Mean Op"|"Hardness Mean"|"Hardness Min Op"|"Hardness Min"|"Hardness Max Op"|"Hardness Max"|"Hardness Units"|"Alkalinity Mean Op"|"Alkalinity Mean"|"Alkalinity Min Op"|"Alkalinity Min"|"Alkalinity Max Op"|"Alkalinity Max"|"Alkalinity Units"|"pH Mean Op"|"pH Mean"|"pH Min Op"|"pH Min"|"pH Max Op"|"pH Max"|"Author"|"Reference Number"|"Title"|"Source"|"Publication Year"|
1069656|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Standard|Unmeasured|Not coded|>|99||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||12||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Active ingredient||0.00061||0.00058||0.00064|AI mg/L|||||||||||||||||Reproduction|Reproduction, general|EC50|Not reported||14||NR||NR|Day(s)|Not coded|||||||NR||||320*||340*|mg/L CaCO3|||||||NR||7.6*|||||Maki,A.W., and H.E. Johnson|5525|Effects of PCB (Aroclor 1254) and p,p'-DDT on Production and Survival of Daphnia magna Strauss|Bull. Environ. Contam. Toxicol.13(4): 412-416|1975|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|3|<|4|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.125||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|2|<|3|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.5||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|2|<|3|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.25||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|1|<|2|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.125||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|1|<|2|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total|~|2||NR||NR|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.75||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|0|<|1|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.875||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2205572|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1.03||0.9||1.1|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not reported|||||||NR|||||||NR|||||||NR|||||||MacLean,M.M., and K.G. Doe|7069|The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia|Environment Canada, EE-111, Dartmouth, Nova Scotia:64 p.|1989|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|2|<|3|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.375||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||0.7||0.6||0.9|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported||2||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|1|<|2|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.25||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|1|<|2|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.875||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|2|<|3|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.625||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207755|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|0|<|1|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.375||NR||NR|Day(s)|Not reported||20|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2205571|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1||0.68||1.5|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not reported|||||||NR|||||||NR|||||||NR|||||||MacLean,M.M., and K.G. Doe|7069|The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia|Environment Canada, EE-111, Dartmouth, Nova Scotia:64 p.|1989|
1046430|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.22||NR||NR|AI mg/L|||||||||||||||||Feeding behavior|Food consumption|EC50|Not reported||.0625||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||De Coen,W.M., M.L. Vangheluwe, and C.R. Janssen|2919|The Use of Biomarkers in Daphnia magna Toxicity Testing.  III.  Rapid Toxicity Testing of Pure Chemicals and Sediment Pore Waters Using Ingestion and Digestive Enzyme Activity|Chemosphere37(13): 2677-2694|1998|
2205576|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1||0.9||1.1|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not reported|||||||NR|||||||NR|||||||NR|||||||MacLean,M.M., and K.G. Doe|7069|The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia|Environment Canada, EE-111, Dartmouth, Nova Scotia:64 p.|1989|
1227594|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1.09||1||1.19|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20|||||C||250|||||mg/L CaCO3|||||||NR||||7.7||7.9|Pedersen,F., E. Bjornestad, T. Vulpius, and H.B. Rasmussen|55965|Immobilisation Test of Alkylamine Compounds with the Crustacean Daphnia magna|Proj.No.303587, Report to Danish EPA, Copenhagen, Denmark:98 p.|1998|
1227516|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||1.14||0.97||1.31|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20|||||C||250|||||mg/L CaCO3|||||||NR||||7.9||8.0|Pedersen,F., E. Bjornestad, T. Vulpius, and H.B. Rasmussen|55961|Immobilisation Test of Aniline Compounds with the Crustacean Daphnia magna|Proj.No.303587, Report to the Danish EPA, Copenhagen, Denmark:93 p.|1998|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|3|<|4|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||0.8||0.7||1|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported||2||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|3|<|4|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.25||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total|~|3||NR||NR|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.125||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|2|<|3|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.75||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total|~|2||NR||NR|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.625||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|0|<|1|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.75||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|2|<|3|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.5||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|0|<|1|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.875||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|2|<|3|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.25||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|2|<|3|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.375||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|0|<|1|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.5||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|1|<|2|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.375||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total||NR|>|0|<|1|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|1.625||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
2207756|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|International Standard Organisation||NR||99.5||100.5|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|5|Total|~|2||NR||NR|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported|~|.875||NR||NR|Day(s)|Not reported||25|||||C||16*|||||dH|||||||NR||8|||||Bahrndorff,S., T.Y. Michaelsen, A. Jensen, L.F. Marcussen, M.E. Nielsen, and P. Roslev|176406|Automated Swimming Activity Monitor for Examining Temporal Patterns of Toxicant Effects on Individual Daphnia magna|J. Appl. Toxicol.36(7): 896-902|2016|
1214694|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Total||0.65||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Cerejeira,M.J., T. Pereira, and A. Silva-Fernandes|20102|Use of new Microbiotests with Daphnia magna and Selenastrum capricornutum Immobilized Forms|Chemosphere37(14-15): 2949-2955|1998|
1052915|7778509|Chromic acid dipotassium salt|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||72||120|Hour(s)|Static|Fresh water|Lab|NR|Total||0.0216||0.02||0.0233|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20*|||||C||||45.4||54.6|mg/L CaCO3|||||||NR||||7.2||8.0|Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav|3690|Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships|Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.|1981|
1083678|7778509|Chromic acid dipotassium salt|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Total||0.72||NR||NR|AI mg/L|||||||||||||||||Enzyme(s)|Enzyme activity|EC50|Not reported||.0417||NR||NR|Day(s)|Not coded||20.0|||||C|||||||NR|||||||NR|||||||Janssen,C.R., and G. Persoone|6516|Rapid Toxicity Screening Tests for Aquatic Biota. 1. Methodology and Experiments with Daphnia magna|Environ. Toxicol. Chem.12:711-717|1993|
