,index,Test Number,CAS Number,Chemical Name,Test Method,Species Scientific Name,Organism Lifestage,Organism Age Mean,Organism Age Min,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc 1 Min (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Min (Days),Observed Duration Max (Days),Observed Duration Units (Days),Test Type,Temperature Mean,Temperature Min,Temperature Max,Temperature Units,Hardness Mean,Hardness Min,Hardness Max,Hardness Units,pH Mean,pH Min,pH Max,Author,Title,Publication Year
798,3117,1141411,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.043,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
799,3119,1141380,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.12,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
800,3120,1245767,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6-7,Total,0.1649844,0.08799168,0.366632,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,7.4,,,"Shaw,J.R., T.D. Dempsey, C.Y. Chen, J.W. Hamilton, and C.L. Folt","Comparative Toxicity of Cadmium, Zinc, and Mixtures of Cadmium and Zinc to Daphnids",2006
801,3122,1326787,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,7,Total,0.098,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Ferreira,A.L.G., S. Loureiro, and A.M.V.M. Soares","Toxicity Prediction of Binary Combinations of Cadmium, Carbendazim and Low Dissolved Oxygen on Daphnia magna",2008
802,3123,1055522,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.055,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
803,3124,1055528,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.061,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
804,3161,1141424,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.11,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
805,3214,1098501,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.0049,0.0041,0.006,AI mg/L,Mortality,Mortality,LC50,21.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,8.1,,,"Enserink,L., M. De la Haye, and H. Maas",Reproductive Strategy of Daphnia magna:  Implications for Chronic Toxicity Tests,1993
806,3164,1141402,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.2,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
807,3165,1055554,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.007,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,26,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
808,3197,1055548,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.013,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,26,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
809,3200,1141373,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.067,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
810,3201,1141375,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
811,3202,1326785,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,7,Total,0.1049,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Ferreira,A.L.G., S. Loureiro, and A.M.V.M. Soares","Toxicity Prediction of Binary Combinations of Cadmium, Carbendazim and Low Dissolved Oxygen on Daphnia magna",2008
812,3205,1141410,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.061,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
813,3206,1055546,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.021,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
814,3207,1225387,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,NR,Total,0.017,0.0166,0.0174,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Guilhermino,L., T. Diamantino, M.C. Silva, and A.M.V.M. Soares",Acute Toxicity Test with Daphnia magna:  An Alternative to Mammals in the Prescreening of Chemical Toxicity?,2000
815,3209,1055535,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.007,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,26,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
816,3210,1275708,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6-8,Total,0.52,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,93,,,mg/L,,7,8,"Mohammed,A.","Comparative Sensitivities of the Tropical Cladoceran, Ceriodaphnia rigaudii and the Temperate Species Daphnia magna to Seven Toxicants",2007
817,3212,1141378,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
818,3213,1055521,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.067,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
819,3096,1055525,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.151,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
820,3215,1141407,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
821,3219,1141370,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.24,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
823,3221,1141403,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.27,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
824,3222,1180547,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.05,0.06,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,8.3,,,mg/L CaCO3,6.5,,,"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,1998
825,3223,1141368,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
826,3228,1245768,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6-7,Total,0.54811484,0.27314084,3.80747332,AI mg/L,Mortality,Mortality,LC85,2.0,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,7.4,,,"Shaw,J.R., T.D. Dempsey, C.Y. Chen, J.W. Hamilton, and C.L. Folt","Comparative Toxicity of Cadmium, Zinc, and Mixtures of Cadmium and Zinc to Daphnids",2006
827,3195,1055551,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.008,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,26,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
828,3194,1141406,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
829,3192,1326780,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,7,Total,0.07905,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Ferreira,A.L.G., S. Loureiro, and A.M.V.M. Soares","Toxicity Prediction of Binary Combinations of Cadmium, Carbendazim and Low Dissolved Oxygen on Daphnia magna",2008
830,3177,1141425,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.049,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
831,3166,1055532,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.02,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,26,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
832,3167,1141408,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
833,3168,1141376,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.049,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
834,3171,1180543,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.05,0.06,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,8.3,,,mg/L CaCO3,6.5,,,"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,1998
835,3172,1180546,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.06,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,8.3,,,mg/L CaCO3,6.5,,,"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,1998
836,3173,1141381,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.061,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
838,3175,1141379,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
839,3178,1141409,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.12,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
840,3191,1141418,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.0061,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
841,3179,1055536,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.026,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,26,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
842,3180,1180549,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.1,0.2,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,0.2,,,mmol/L,6.5,,,"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,1998
843,3181,1055533,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,26,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
844,3183,1055531,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,26,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
845,3185,1180552,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.8,0.9,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,2.5,,,mmol/L,6.5,,,"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,1998
846,3187,1141423,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.024,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
847,3188,1297882,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Dissolved,0.003,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,25,,,C,44,,,mg/L CaCO3,7.8,,,"Yim,J.H., K.W. Kim, and S.D. Kim",Effect of Hardness on Acute Toxicity of Metal Mixtures Using Daphnia magna:  Prediction of Acid Mine Drainage Toxicity,2006
849,3097,1326786,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,7,Total,0.0978,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Ferreira,A.L.G., S. Loureiro, and A.M.V.M. Soares","Toxicity Prediction of Binary Combinations of Cadmium, Carbendazim and Low Dissolved Oxygen on Daphnia magna",2008
850,3081,1055540,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.017,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
851,3095,1055553,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.004,NR,NR,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,26,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
854,3003,1185746,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,NR,Total,0.0095,0.0093,0.0097,AI mg/L,Mortality,Mortality,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Guilhermino,L., M.C. Lopes, A.P. Carvalho, and A.M.V.M. Soares",Inhibition of Acetylcholinesterase Activity as Effect Criterion in Acute Tests with Juvenile Daphnia magna,1996
863,3037,1245766,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6-7,Total,0.04949532,0.01099896,0.091658,AI mg/L,Mortality,Mortality,LC15,2.0,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,7.4,,,"Shaw,J.R., T.D. Dempsey, C.Y. Chen, J.W. Hamilton, and C.L. Folt","Comparative Toxicity of Cadmium, Zinc, and Mixtures of Cadmium and Zinc to Daphnids",2006
864,3038,1180544,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.07,0.08,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,8.3,,,mg/L CaCO3,6.5,,,"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,1998
865,3039,1141405,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
866,3040,2042853,10108642,Cadmium chloride (CdCl2),Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,6,Total,0.7136,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Acute,,,,NR,,,,NR,,,,"Taylor,N.S., R.J.M. Weber, T.A. White, and M.R. Viant",Discriminating Between Different Acute Chemical Toxicities via Changes in the Daphnid Metabolome,2010
867,3041,1141374,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
870,3043,1180555,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.1,0.2,AI mg/L,Mortality,Mortality,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,0.5,,,mmol/L,6.5,,,"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,1998
872,3094,1098505,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.0074,0.0066,0.0083,AI mg/L,Mortality,Mortality,LC50,21.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,8.1,,,"Enserink,L., M. De la Haye, and H. Maas",Reproductive Strategy of Daphnia magna:  Implications for Chronic Toxicity Tests,1993
887,3042,1141401,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.24,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.7,8.3,"Lewis,P.A., and C.I. Weber",A Study of the Reliability of Daphnia Acute Toxicity Tests,1985
889,3044,1055529,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.083,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
890,3072,1055537,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.032,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,26,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
891,3074,1055523,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.075,NR,NR,AI mg/L,Mortality,Mortality,LC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,8.0,8.5,"Lewis,P.A., and W.B. Horning II",Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,1991
