CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",15821,Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,Environ. Toxicol. Chem.17(12): 2498-2503,1998,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total >0.1 - <0.2 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.067,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.078,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Young,12,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.01,AI mg/L,Mortality,Mortality,LC50,Not reported,25,Day(s),"Bodar,C.W.M., C.J. Van Leeuwen, P.A. Voogt, and D.I. Zandee",5472,Effect of Cadmium on the Reproduction Strategy of Daphnia magna,Aquat. Toxicol.12(4): 301-310,1988,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Not reported,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Adult,14,Day(s),Renewal,Fresh water,Lab,NR,Total,0.08,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Allen,Y., P. Calow, and D.J. Baird",10203,A Mechanistic Model of Contaminant-Induced Feeding Inhibition in Daphnia magna,Environ. Toxicol. Chem.14(9): 1625-1630,1995,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.025,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Juvenile,NR,Not reported,Flow-through,Fresh water,Lab,NR,Total,0.00888,AI mg/L,Mortality,Mortality,LC50,Not reported,3,Day(s),"Attar,E.N., and E.J. Maly",15484,"Acute Toxicity of Cadmium, Zinc, and Cadmium-Zinc Mixtures to Daphnia magna",Arch. Environ. Contam. Toxicol.11(3): 291-296,1982,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Renewal,Fresh water,Lab,NR,Total,0.0074,AI mg/L,Mortality,Mortality,LC50,Not reported,21,Day(s),"Enserink,L., M. De la Haye, and H. Maas",7016,Reproductive Strategy of Daphnia magna: Implications for Chronic Toxicity Tests,Aquat. Toxicol.25:111-124,1993,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total 0.0066 - 0.0083 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.004,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.151,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),"Technical grade, technical product, technical formulation",Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,7,Total,0.0978,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Ferreira,A.L.G., S. Loureiro, and A.M.V.M. Soares",103653,"Toxicity Prediction of Binary Combinations of Cadmium, Carbendazim and Low Dissolved Oxygen on Daphnia magna",Aquat. Toxicol.89:28-39,2008,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.32,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Bodar,C.W.M., I. Van der Sluis, J.C.P. Van Montfort, P.A. Voogt, and D.I. Zandee",3001,Cadmium Resistance in Daphnia magna,Aquat. Toxicol.16(1): 33-40,1990,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total 0.262 - 0.392 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.049,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.12,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.026,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",15821,Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,Environ. Toxicol. Chem.17(12): 2498-2503,1998,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total >0.1 - <0.2 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.018,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),"Reagent Grade, Purissium, Purum, Puriss or Puris",Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,5,Day(s),Static,Fresh water,Lab,NR,Labile,0.077,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Nebeker,A.V., S.T. Onjukka, M.A. Cairns, and D.F. Krawczyk",12079,Survival of Daphnia magna and Hyalella azteca in Cadmium-Spiked Water and Sediment,Environ. Toxicol. Chem.5(10): 933-938,1986,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Labile NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   Total 0.122 (0.093 - 0.16) AI mg/L | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,~0.06,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",15821,Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,Environ. Toxicol. Chem.17(12): 2498-2503,1998,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.061,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.02,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.049,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),"Reagent Grade, Purissium, Purum, Puriss or Puris",Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,5,Day(s),Static,Fresh water,Lab,NR,Dissolved,0.078,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Nebeker,A.V., S.T. Onjukka, M.A. Cairns, and D.F. Krawczyk",12079,Survival of Daphnia magna and Hyalella azteca in Cadmium-Spiked Water and Sediment,Environ. Toxicol. Chem.5(10): 933-938,1986,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Dissolved 0.051 - 0.118 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   Labile 0.06 (NR - NR) AI mg/L | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<1,Day(s),Static,Fresh water,Lab,NR,Total,0.0099,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Chapman,G.A., S. Ota, and F. Recht",3621,Effects of Water Hardness on the Toxicity of Metals to Daphnia magna,"U.S.EPA, Corvallis, OR:17 p.",1980,Purity:   NR - NR | Organism Age:   NR - NR Day(s) | Conc 1 (Author):   Total 0.0077 - 0.0123 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",15821,Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,Environ. Toxicol. Chem.17(12): 2498-2503,1998,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total >0.05 - <0.06 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.012,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Not reported,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Dissolved,0.004,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Yim,J.H., K.W. Kim, and S.D. Kim",112477,Effect of Hardness on Acute Toxicity of Metal Mixtures Using Daphnia magna: Prediction of Acid Mine Drainage Toxicity,J. Hazard. Mater.B138(1): 16-21,2006,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Dissolved NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.018,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.066,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Baer,K.N., M.C. Ziegenfuss, S.D. Banks, and Z. Ling",20667,"Suitability of High-Hardness COMBO Medium Ecotoxicity Testing Using Algae, Daphnids and Fish",Bull. Environ. Contam. Toxicol.63(3): 289-296,1999,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total 0.061 - 0.07 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.33,AI mg/L,Mortality,Mortality,LC50,Not reported,7,Day(s),"Griffiths,P.R.E.",5280,Morphological and Ultrastructural Effects of Sublethal Cadmium Poisoning on Daphnia,Environ. Res.22(2): 277-284,1980,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Penttinen,S., A. Kostamo, and J.V.K. Kukkonen",15821,Combined Effects of Dissolved Organic Material and Water Hardness on Toxicity of Cadmium to Daphnia magna,Environ. Toxicol. Chem.17(12): 2498-2503,1998,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total >0.8 - <0.9 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.21,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.015,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.11,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.01,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.2,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
10108642,Cadmium chloride (CdCl2),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Total,0.007,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
