,index,Test Number,CAS Number,Chemical Name,Test Method,Species Scientific Name,Organism Lifestage,Organism Age Mean,Organism Age Min,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc 1 Min (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Min (Days),Observed Duration Max (Days),Observed Duration Units (Days),Test Type,Temperature Mean,Temperature Min,Temperature Max,Temperature Units,Hardness Mean,Hardness Min,Hardness Max,Hardness Units,pH Mean,pH Min,pH Max,Author,Title,Publication Year
663,2605,2160844,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,1.43,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
664,2606,2166234,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.65,0.55,0.78,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,19,,,C,,,,NR,,,,"Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester","Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna",2009
665,2607,1040034,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.2204,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
666,2608,2205579,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1.3,1.2,1.4,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
667,2609,2235686,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,NR,6,24,Hour(s),Static,Fresh water,Lab,NR,Total,1.03,0.91,1.12,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,21,,,C,250,,,mg/L CaCO3,7.5,,,"Cui,F., T. Chai, L. Qian, and C. Wang","Effects of Three Diamides (Chlorantraniliprole, Cyantraniliprole and Flubendiamide) on Life History, Embryonic Development and Oxidative Stress Biomarkers of Daphnia magna",2017
668,2610,2205570,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.82,0.59,1.06,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
669,2611,1286937,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1.05,0.97,1.13,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Brennan,S.J., C.A. Brougham, J.J. Roche, and A.M. Fogarty",Multi-Generational Effects of Four Selected Environmental Oestrogens on Daphnia magna,2006
670,2527,2205583,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1.3,1.2,1.5,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
672,2524,1098532,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Total,2.45,2.09,2.9,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
673,2429,2166235,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.82,0.66,1.03,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,19,,,C,,,,NR,,,,"Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester","Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna",2009
674,2432,2205582,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.94,0.82,1.08,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
675,2433,1098833,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,1.71,1,4,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20.0,,,C,243.3*,,,mg/L CaCO3,,,,"Doe,K.G., and S.J. Ponsford",EEC Daphnia Reproductive Inhibition Test Results:  Chronic Effects of Sodium Bromide on Daphnia magna and Results of Some Additional Quality Control Measures,1986
676,2435,2160846,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,1.38,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
677,2436,2160846,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,0.97,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
678,2441,2143942,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.113,0.102,0.123,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,170*,,,mg/L CaCO3,,,,"Loureiro,C., B.B. Castro, J.L. Pereira, and F. Goncalves",Performance of Standard Media in Toxicological Assessments with Daphnia magna: Chelators and Ionic Composition Versus Metal Toxicity,2011
679,2447,2131841,7778509,Chromic acid dipotassium salt,International Standard Organisation,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.88,0.83,0.93,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20*,,,C,250*,,,mg/L CaCO3,7*,,,"Toumi,H., M. Boumaiza, M. Millet, C.M. Radetski, V. Felten, C. Fouque, and J.F. Ferard","Effects of Deltamethrin (Pyrethroid Insecticide) on Growth, Reproduction, Embryonic Development and Sex Differentiation in Two Strains of Daphnia magna (Crustacea, Cladocera)",2013
680,2448,1340071,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Not reported,Fresh water,Lab,NR,Total,NR,0.6,1.7,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,,,,"Palma,P., V.L. Palma, C. Matos, R.M. Fernandes, A. Bohn, A.M.V.M. Soares, and I.R. Barbosa","Assessment of the Pesticides Atrazine, Endosulfan Sulphate and Chlorpyrifos for Juvenoid-Related Endocrine Activity Using Daphnia magna",2009
681,2449,2131841,7778509,Chromic acid dipotassium salt,International Standard Organisation,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,1.03,0.96,1.1,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20*,,,C,250*,,,mg/L CaCO3,7*,,,"Toumi,H., M. Boumaiza, M. Millet, C.M. Radetski, V. Felten, C. Fouque, and J.F. Ferard","Effects of Deltamethrin (Pyrethroid Insecticide) on Growth, Reproduction, Embryonic Development and Sex Differentiation in Two Strains of Daphnia magna (Crustacea, Cladocera)",2013
682,2459,2205578,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.8,0.7,1,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
683,2460,1040030,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.201,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
684,2461,2143943,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.14,0.133,0.148,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,250*,,,mg/L CaCO3,,,,"Loureiro,C., B.B. Castro, J.L. Pereira, and F. Goncalves",Performance of Standard Media in Toxicological Assessments with Daphnia magna: Chelators and Ionic Composition Versus Metal Toxicity,2011
685,2465,2166237,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.66,0.47,0.92,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,19,,,C,,,,NR,,,,"Coors,A., J. Vanoverbeke, T. De Bie, and L. De Meester","Land Use, Genetic Diversity and Toxicant Tolerance in Natural Populations of Daphnia magna",2009
686,2469,2205586,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1.13,0.94,1.3,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
687,2471,1206756,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.5159,0.46584,0.57133,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
689,2431,1098538,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,0,24,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0,0.005,AI mg/L,Intoxication,Immobile,EC50,14.0,NR,NR,Day(s),Not coded,20*,,,C,250*,,,mg/L CaCO3,8.0*,,,"Wernersson,A.S., and G. Dave",Effects of Different Protective Agents on the Phototoxicity of Fluoranthene to Daphnia magna,1998
690,2426,1040029,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.1741,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
692,2424,2166994,7778509,Chromic acid dipotassium salt,International Standard Organisation,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.6,0.57,0.68,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20*,,,C,,,,NR,,,,"Toumi,H., K.F. Burga-Perez, and J.F. Ferard",Acute and Chronic Ecotoxicity of Carbaryl with a Battery of Aquatic Bioassays,2016
693,2522,2205589,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1.4,1.3,1.6,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
695,2399,2213417,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.96,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.7,8.4,"Lu,G., J. Liu, L. Sun, and L. Yuan",Toxicity of Perfluorononanoic Acid and Perfluorooctane Sulfonate to Daphnia magna,2015
696,2403,2205573,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1,0.96,1.1,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
697,2404,2143941,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.188,0.185,0.19,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,250*,,,mg/L CaCO3,,,,"Loureiro,C., B.B. Castro, J.L. Pereira, and F. Goncalves",Performance of Standard Media in Toxicological Assessments with Daphnia magna: Chelators and Ionic Composition Versus Metal Toxicity,2011
698,2405,1206753,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.1949,0.19413,0.19561,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
699,2406,2160845,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,0.77,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
700,2409,1206755,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.2291,0.22788,0.23036,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
702,2411,1040032,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,NR,Total,0.1004,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow",A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus,1991
703,2414,2205580,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.92,0.81,1.4,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
704,2416,2205581,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1.07,0.9,1.2,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
705,2418,2131821,7778509,Chromic acid dipotassium salt,International Standard Organisation,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.61,0.59,0.64,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20*,,,C,250*,,,mg/L CaCO3,7*,,,"Toumi,H., M. Boumaiza, M. Millet, C.M. Radetski, V. Felten, C. Fouque, and J.F. Ferard","Effects of Deltamethrin (Pyrethroid Insecticide) on Growth, Reproduction, Embryonic Development and Sex Differentiation in Two Strains of Daphnia magna (Crustacea, Cladocera)",2013
706,2421,2131821,7778509,Chromic acid dipotassium salt,International Standard Organisation,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.85,0.8,0.9,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20*,,,C,250*,,,mg/L CaCO3,7*,,,"Toumi,H., M. Boumaiza, M. Millet, C.M. Radetski, V. Felten, C. Fouque, and J.F. Ferard","Effects of Deltamethrin (Pyrethroid Insecticide) on Growth, Reproduction, Embryonic Development and Sex Differentiation in Two Strains of Daphnia magna (Crustacea, Cladocera)",2013
707,2423,2166994,7778509,Chromic acid dipotassium salt,International Standard Organisation,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.85,0.82,0.9,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20*,,,C,,,,NR,,,,"Toumi,H., K.F. Burga-Perez, and J.F. Ferard",Acute and Chronic Ecotoxicity of Carbaryl with a Battery of Aquatic Bioassays,2016
709,2407,2160845,7778509,Chromic acid dipotassium salt,Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6,Total,1.15,NR,NR,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Acute,20,,,C,,,,NR,,7.9,8.4,"Matsumoto,T., E. Ikuno, S. Itoi, and H. Sugita","Chemical Sensitivity of the Male Daphnid, Daphnia magna, Induced by Exposure to Juvenile Hormone and Its Analogs",2008
719,2521,1206752,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.2297,0.22852,0.23087,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
722,2514,1214694,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Not reported,Fresh water,Lab,NR,Total,0.65,NR,NR,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Cerejeira,M.J., T. Pereira, and A. Silva-Fernandes",Use of new Microbiotests with Daphnia magna and Selenastrum capricornutum Immobilized Forms,1998
723,2518,1206757,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.187,0.17975,0.19455,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
724,2519,2205587,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1.13,0.99,1.3,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
725,2520,1098831,7778509,Chromic acid dipotassium salt,Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Total,1.61,1,4,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20.0,,,C,243.3*,,,mg/L CaCO3,,,,"Doe,K.G., and S.J. Ponsford",EEC Daphnia Reproductive Inhibition Test Results:  Chronic Effects of Sodium Bromide on Daphnia magna and Results of Some Additional Quality Control Measures,1986
735,2487,2205572,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1.03,0.9,1.1,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
741,2494,2205571,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1,0.68,1.5,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
742,2496,2205576,7778509,Chromic acid dipotassium salt,Not reported,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,1,0.9,1.1,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not reported,,,,NR,,,,NR,,,,"MacLean,M.M., and K.G. Doe",The Comparative Toxicity of Crude and Refined Oils to Daphnia magna and Artemia,1989
772,3145,1205560,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.13,0.14,AI mg/L,Intoxication,Immobile,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Taylor,G., D.J. Baird, and A.M.V.M. Soares",Surface Binding of Contaminants by Algae: Consequences for Lethal Toxicity and Feeding to Daphnia magna Straus,1998
822,3220,1154428,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.02,NR,NR,AI mg/L,Intoxication,Immobile,LC50,2.0,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,,,,"Kungolos,A., and I. Aoyama","Interaction Effect, Food Effect, and Bioaccumulation of Cadmium and Chromium for the System Daphnia magna-Chlorella ellipsoidea",1993
837,3174,1205559,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.12,0.13,AI mg/L,Intoxication,Immobile,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Taylor,G., D.J. Baird, and A.M.V.M. Soares",Surface Binding of Contaminants by Algae: Consequences for Lethal Toxicity and Feeding to Daphnia magna Straus,1998
848,3190,1205558,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.12,NR,NR,AI mg/L,Intoxication,Immobile,LC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,,,"Taylor,G., D.J. Baird, and A.M.V.M. Soares",Surface Binding of Contaminants by Algae: Consequences for Lethal Toxicity and Feeding to Daphnia magna Straus,1998
853,3000,1206760,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0396,0.01771,0.08862,AI mg/L,Intoxication,Immobile,EC50,1.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
855,3006,1083988,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,NR,0.0021,0.0298,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,,,,NR,,,,HARD,,,,"Naylor,C., E.J. Cox, M.C. Bradley, and P. Calow",Effect of Differing Maternal Food Ration on Susceptibility of Daphnia magna Straus Neonates to Toxic Substances,1992
857,3017,1206763,10108642,Cadmium chloride (CdCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,NR,Total,0.0098,0.00929,0.01023,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Not coded,20,,,C,,,,NR,,7.4,8.5,"Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus,1997
859,3023,2143945,10108642,Cadmium chloride (CdCl2),Organization for Economic Cooperation and Development,Daphnia magna,Neonate,24,NR,NR,Hour(s),Aquatic - not reported,Fresh water,Lab,NR,Total,0.0201,0.0132,0.0292,AI mg/L,Intoxication,Immobile,EC50,2.0,NR,NR,Day(s),Acute,20,,,C,170*,,,mg/L CaCO3,,,,"Loureiro,C., B.B. Castro, J.L. Pereira, and F. Goncalves",Performance of Standard Media in Toxicological Assessments with Daphnia magna: Chelators and Ionic Composition Versus Metal Toxicity,2011
